domaine,theme,value
0plus0.com,brevets,2
0plus0.com,embryon,146
0plus0.com,clonage,146
0plus0.com,vache_folle,10
25lignes.org,adn,2
25lignes.org,FIV,4
25lignes.org,clonage,22
25lignes.org,vache_folle,18
25lignes.org,souches,2
issy.com,adn,2
issy.com,FIV,10
issy.com,chretien,36
issy.com,brevets,10
issy.com,clonage,2
issy.com,vache_folle,28
issy.com,avortement,2
issy.com,bioethique,10
issy.com,souches,2
lemonde.fr,adn,2
lemonde.fr,eugenisme,12
lemonde.fr,genome,12
lemonde.fr,FIV,28
lemonde.fr,genes,280
lemonde.fr,chretien,166
lemonde.fr,brevets,692
lemonde.fr,embryon,22
lemonde.fr,clonage,880
lemonde.fr,ogm,6
lemonde.fr,transgenetique,16
lemonde.fr,vache_folle,179
lemonde.fr,avortement,50
lemonde.fr,bioethique,30
lemonde.fr,souches,30
lentreprise.com,adn,2
lentreprise.com,FIV,24
lentreprise.com,genes,14
lentreprise.com,chretien,14
lentreprise.com,brevets,106
lentreprise.com,embryon,4
lentreprise.com,clonage,44
lentreprise.com,vache_folle,22
lentreprise.com,avortement,8
yahoo.com,adn,2
yahoo.com,brevets,8
yahoo.com,telethon,4
yahoo.com,vache_folle,12
yahoo.com,avortement,24
chiracvsjospin.com,eugenisme,180
chiracvsjospin.com,genes,737
chiracvsjospin.com,chretien,230
chiracvsjospin.com,vache_folle,477
chiracvsjospin.com,avortement,460
chiracvsjospin.com,souches,9
mpf-villiers.org,eugenisme,170
mpf-villiers.org,genome,80
mpf-villiers.org,FIV,174
mpf-villiers.org,genes,269
mpf-villiers.org,chretien,23
mpf-villiers.org,brevets,58
mpf-villiers.org,embryon,158
mpf-villiers.org,clonage,130
mpf-villiers.org,vache_folle,366
mpf-villiers.org,avortement,212
mpf-villiers.org,bioethique,208
mpf-villiers.org,souches,64
udf.org,eugenisme,125
udf.org,genome,99
udf.org,FIV,230
udf.org,genes,615
udf.org,chretien,706
udf.org,brevets,235
udf.org,embryon,420
udf.org,clonage,275
udf.org,ogm,42
udf.org,vache_folle,1099
udf.org,avortement,374
udf.org,bioethique,8091
udf.org,souches,126
m-n-r.com,eugenisme,101
m-n-r.com,genome,99
m-n-r.com,FIV,172
m-n-r.com,genes,384
m-n-r.com,chretien,1376
m-n-r.com,brevets,260
m-n-r.com,embryon,231
m-n-r.com,clonage,45
m-n-r.com,transgenetique,286
m-n-r.com,vache_folle,1606
m-n-r.com,avortement,900
m-n-r.com,souches,786
bruno-megret.com,eugenisme,62
bruno-megret.com,FIV,94
bruno-megret.com,chretien,173
bruno-megret.com,brevets,142
bruno-megret.com,embryon,47
bruno-megret.com,transgenetique,78
bruno-megret.com,vache_folle,78
bruno-megret.com,avortement,296
bruno-megret.com,souches,104
rpr.asso.fr,eugenisme,46
rpr.asso.fr,genome,17
rpr.asso.fr,FIV,53
rpr.asso.fr,genes,259
rpr.asso.fr,chretien,58
rpr.asso.fr,brevets,286
rpr.asso.fr,embryon,17
rpr.asso.fr,clonage,53
rpr.asso.fr,transgenetique,46
rpr.asso.fr,vache_folle,181
rpr.asso.fr,avortement,34
rpr.asso.fr,bioethique,97
jean-francoismattei.com,eugenisme,40
jean-francoismattei.com,genome,40
jean-francoismattei.com,FIV,82
jean-francoismattei.com,genes,1090
jean-francoismattei.com,brevets,1088
jean-francoismattei.com,embryon,86
jean-francoismattei.com,clonage,114
jean-francoismattei.com,vache_folle,70
jean-francoismattei.com,avortement,12
jean-francoismattei.com,bioethique,1090
jean-francoismattei.com,souches,22
bayrou.net,eugenisme,38
bayrou.net,genes,7187
bayrou.net,chretien,5974
bayrou.net,brevets,2823
bayrou.net,embryon,604
bayrou.net,clonage,486
bayrou.net,ogm,36
bayrou.net,vache_folle,8313
bayrou.net,avortement,2254
bayrou.net,bioethique,38
bayrou.net,souches,3568
mdc-france.org,eugenisme,33
mdc-france.org,genome,66
mdc-france.org,FIV,66
mdc-france.org,genes,195
mdc-france.org,brevets,339
mdc-france.org,embryon,78
mdc-france.org,clonage,99
mdc-france.org,vache_folle,336
mdc-france.org,avortement,99
mdc-france.org,bioethique,78
mdc-france.org,souches,119
lapolitique.com,eugenisme,32
lapolitique.com,genome,17
lapolitique.com,FIV,219
lapolitique.com,genes,85
lapolitique.com,chretien,202
lapolitique.com,brevets,270
lapolitique.com,embryon,51
lapolitique.com,clonage,50
lapolitique.com,bayer,51
lapolitique.com,vache_folle,709
lapolitique.com,avortement,221
lapolitique.com,bioethique,988
lapolitique.com,souches,76
ornitho.org,eugenisme,24
ornitho.org,genes,36
ornitho.org,chretien,48
ornitho.org,brevets,36
ornitho.org,clonage,24
ornitho.org,vache_folle,12
ornitho.org,avortement,48
ornitho.org,souches,72
lafrancehumaine.net,eugenisme,19
lafrancehumaine.net,genes,2486
lafrancehumaine.net,chretien,1730
lafrancehumaine.net,brevets,1025
lafrancehumaine.net,embryon,186
lafrancehumaine.net,vache_folle,3092
lafrancehumaine.net,avortement,686
lafrancehumaine.net,bioethique,19
lafrancehumaine.net,souches,1244
cef.fr,eugenisme,18
cef.fr,genome,10
cef.fr,FIV,71
cef.fr,genes,83
cef.fr,chretien,6662
cef.fr,brevets,4
cef.fr,embryon,127
cef.fr,clonage,61
cef.fr,ogm,4
cef.fr,telethon,8
cef.fr,vache_folle,24
cef.fr,avortement,126
cef.fr,bioethique,350
cef.fr,souches,45
prochoix.org,eugenisme,14
prochoix.org,FIV,26
prochoix.org,genes,56
prochoix.org,chretien,160
prochoix.org,brevets,40
prochoix.org,embryon,32
prochoix.org,clonage,6
prochoix.org,bayer,6
prochoix.org,transgenetique,8
prochoix.org,vache_folle,26
prochoix.org,avortement,458
prochoix.org,bioethique,62
prochoix.org,souches,16
voila.fr,eugenisme,14
voila.fr,FIV,32
voila.fr,genes,80
voila.fr,chretien,32
voila.fr,brevets,23
voila.fr,embryon,58
voila.fr,clonage,52
voila.fr,transgenetique,8
voila.fr,vache_folle,74
voila.fr,avortement,92
voila.fr,bioethique,38
voila.fr,souches,20
tf1.fr,eugenisme,12
tf1.fr,genes,58
tf1.fr,chretien,14
tf1.fr,brevets,24
tf1.fr,embryon,12
tf1.fr,transgenetique,12
tf1.fr,vache_folle,2
tf1.fr,avortement,16
tf1.fr,bioethique,10
tf1.fr,souches,8
ac-rouen.fr,eugenisme,10
ac-rouen.fr,genes,4
ac-rouen.fr,chretien,38
ac-rouen.fr,clonage,22
ac-rouen.fr,vache_folle,6
ac-rouen.fr,avortement,6
ac-rouen.fr,bioethique,18
ac-rouen.fr,souches,4
latribune.fr,eugenisme,8
latribune.fr,FIV,8
latribune.fr,genes,94
latribune.fr,chretien,23
latribune.fr,brevets,71
latribune.fr,embryon,21
latribune.fr,clonage,26
latribune.fr,ogm,8
latribune.fr,transgenetique,6
latribune.fr,telethon,10
latribune.fr,vache_folle,158
latribune.fr,avortement,6
latribune.fr,bioethique,22
plagnol.org,eugenisme,8
plagnol.org,genome,20
plagnol.org,FIV,8
plagnol.org,genes,20
plagnol.org,brevets,8
plagnol.org,embryon,8
plagnol.org,clonage,8
plagnol.org,bioethique,28
amaurynardone.net,eugenisme,6
amaurynardone.net,FIV,12
amaurynardone.net,chretien,6
amaurynardone.net,embryon,6
libres.org,eugenisme,6
libres.org,FIV,4
libres.org,genes,16
libres.org,chretien,26
libres.org,brevets,18
libres.org,embryon,6
libres.org,clonage,6
libres.org,ogm,4
libres.org,transgenetique,6
libres.org,vache_folle,14
libres.org,avortement,30
libres.org,bioethique,2
sitelibre.com,eugenisme,6
sitelibre.com,chretien,6
sitelibre.com,vache_folle,18
sitelibre.com,avortement,6
cgt.fr,eugenisme,4
cgt.fr,genome,20
cgt.fr,genes,40
cgt.fr,brevets,24
cgt.fr,embryon,6
cgt.fr,bayer,4
cgt.fr,telethon,20
cgt.fr,vache_folle,52
cgt.fr,avortement,20
cgt.fr,bioethique,4
chez.com,eugenisme,4
chez.com,FIV,8
chez.com,genes,59
chez.com,chretien,82
chez.com,brevets,12
chez.com,embryon,8
chez.com,clonage,8
chez.com,transgenetique,27
chez.com,vache_folle,44
chez.com,avortement,28
chez.com,bioethique,12
chez.com,souches,8
geocities.com,eugenisme,4
geocities.com,genes,20
geocities.com,chretien,24
geocities.com,brevets,20
geocities.com,embryon,12
geocities.com,clonage,12
geocities.com,transgenetique,12
geocities.com,vache_folle,4
geocities.com,avortement,24
geocities.com,souches,8
rajf.org,eugenisme,4
rajf.org,genome,4
rajf.org,FIV,6
rajf.org,genes,10
rajf.org,chretien,4
rajf.org,brevets,6
rajf.org,embryon,10
rajf.org,clonage,6
rajf.org,ogm,2
rajf.org,bayer,2
rajf.org,vache_folle,4
rajf.org,avortement,10
rajf.org,bioethique,10
rajf.org,souches,2
lexpress.fr,eugenisme,3
lexpress.fr,genome,5
lexpress.fr,FIV,17
lexpress.fr,genes,28
lexpress.fr,chretien,30
lexpress.fr,brevets,23
lexpress.fr,vache_folle,88
lexpress.fr,avortement,36
lexpress.fr,bioethique,6
fmd.asso.fr,eugenisme,2
fmd.asso.fr,vache_folle,6
lepoint.fr,eugenisme,2
lepoint.fr,chretien,2
lepoint.fr,vache_folle,4
lepoint.fr,avortement,2
lepoint.fr,bioethique,2
national-hebdo.com,eugenisme,2
national-hebdo.com,FIV,10
national-hebdo.com,genes,58
national-hebdo.com,chretien,232
national-hebdo.com,brevets,20
national-hebdo.com,embryon,8
national-hebdo.com,clonage,8
national-hebdo.com,ogm,16
national-hebdo.com,transgenetique,16
national-hebdo.com,vache_folle,126
national-hebdo.com,avortement,20
national-hebdo.com,bioethique,2
national-hebdo.com,souches,48
oxymore.com,eugenisme,2
oxymore.com,FIV,2
oxymore.com,genes,2
oxymore.com,chretien,2
oxymore.com,clonage,4
oxymore.com,vache_folle,8
oxymore.com,avortement,8
oxymore.com,souches,22
professionpolitique.com,eugenisme,2
professionpolitique.com,genome,20
professionpolitique.com,FIV,62
professionpolitique.com,genes,205
professionpolitique.com,chretien,77
professionpolitique.com,brevets,131
professionpolitique.com,embryon,27
professionpolitique.com,clonage,38
professionpolitique.com,transgenetique,9
professionpolitique.com,telethon,11
professionpolitique.com,vache_folle,146
professionpolitique.com,avortement,50
professionpolitique.com,bioethique,78
professionpolitique.com,souches,10
roger-mei.org,eugenisme,2
roger-mei.org,genome,12
roger-mei.org,FIV,10
roger-mei.org,genes,14
roger-mei.org,chretien,2
roger-mei.org,brevets,18
roger-mei.org,embryon,8
roger-mei.org,clonage,6
roger-mei.org,transgenetique,2
roger-mei.org,vache_folle,4
roger-mei.org,bioethique,30
roger-mei.org,souches,4
scrutins.net,eugenisme,2
scrutins.net,genome,2
scrutins.net,FIV,16
scrutins.net,genes,6
scrutins.net,chretien,42
scrutins.net,brevets,4
scrutins.net,embryon,2
scrutins.net,clonage,2
scrutins.net,vache_folle,6
scrutins.net,avortement,4
scrutins.net,bioethique,4
lioneljospin.net,genome,657
lioneljospin.net,genes,765
lioneljospin.net,chretien,494
lioneljospin.net,brevets,462
lioneljospin.net,embryon,233
lioneljospin.net,telethon,777
lioneljospin.net,vache_folle,723
lioneljospin.net,avortement,59
lioneljospin.net,bioethique,193
lioneljospin.net,souches,38
spiegel.de,genome,212
spiegel.de,FIV,2
spiegel.de,genes,2
spiegel.de,embryon,6
spiegel.de,bayer,12
independent.co.uk,genome,156
independent.co.uk,genes,1237
independent.co.uk,embryon,14
independent.co.uk,clonage,212
independent.co.uk,bayer,14
independent.co.uk,transgenetique,42
independent.co.uk,vache_folle,16
auxurnescitoyens.com,genome,94
auxurnescitoyens.com,chretien,332
auxurnescitoyens.com,telethon,5
roberthue2002.net,genome,89
roberthue2002.net,FIV,127
roberthue2002.net,genes,284
roberthue2002.net,chretien,193
roberthue2002.net,brevets,337
roberthue2002.net,embryon,139
roberthue2002.net,clonage,369
roberthue2002.net,telethon,40
roberthue2002.net,vache_folle,315
roberthue2002.net,avortement,94
roberthue2002.net,bioethique,561
roberthue2002.net,souches,74
corriere.it,genome,84
corriere.it,FIV,9
corriere.it,genes,68
corriere.it,chretien,16
corriere.it,brevets,74
corriere.it,clonage,73
corriere.it,bayer,4
corriere.it,transgenetique,30
corriere.it,vache_folle,146
parti-socialiste.fr,genome,76
parti-socialiste.fr,FIV,120
parti-socialiste.fr,genes,6186
parti-socialiste.fr,chretien,5288
parti-socialiste.fr,brevets,5874
parti-socialiste.fr,embryon,256
parti-socialiste.fr,clonage,776
parti-socialiste.fr,transgenetique,204
parti-socialiste.fr,telethon,391
parti-socialiste.fr,vache_folle,3945
parti-socialiste.fr,avortement,9042
parti-socialiste.fr,bioethique,254
parti-socialiste.fr,souches,232
corinne-lepage.com,genome,70
corinne-lepage.com,genes,702
corinne-lepage.com,chretien,68
corinne-lepage.com,brevets,578
corinne-lepage.com,embryon,38
corinne-lepage.com,clonage,110
corinne-lepage.com,ogm,39
corinne-lepage.com,transgenetique,179
corinne-lepage.com,vache_folle,1046
corinne-lepage.com,avortement,35
corinne-lepage.com,bioethique,35
corinne-lepage.com,souches,72
skynet.be,genome,64
skynet.be,FIV,56
skynet.be,genes,28
skynet.be,chretien,676
skynet.be,brevets,28
skynet.be,clonage,30
skynet.be,transgenetique,10
skynet.be,vache_folle,78
skynet.be,avortement,42
skynet.be,bioethique,2
skynet.be,souches,358
olivierbesancenot.org,genome,48
olivierbesancenot.org,genes,176
olivierbesancenot.org,chretien,70
olivierbesancenot.org,brevets,216
olivierbesancenot.org,clonage,64
olivierbesancenot.org,ogm,32
olivierbesancenot.org,transgenetique,64
olivierbesancenot.org,vache_folle,220
olivierbesancenot.org,avortement,192
olivierbesancenot.org,souches,56
sueddeutsche.de,genome,44
sueddeutsche.de,genes,5
sueddeutsche.de,embryon,138
sueddeutsche.de,bayer,40
sueddeutsche.de,vache_folle,5
nouvelledonne.net,genome,40
nouvelledonne.net,genes,44
nouvelledonne.net,chretien,28
nouvelledonne.net,brevets,60
nouvelledonne.net,embryon,32
nouvelledonne.net,vache_folle,16
nouvelledonne.net,avortement,28
planeteradicale.org,genome,36
planeteradicale.org,FIV,142
planeteradicale.org,genes,374
planeteradicale.org,chretien,600
planeteradicale.org,brevets,174
planeteradicale.org,embryon,444
planeteradicale.org,clonage,240
planeteradicale.org,transgenetique,67
planeteradicale.org,vache_folle,269
planeteradicale.org,avortement,323
planeteradicale.org,bioethique,255
planeteradicale.org,souches,111
2002enseignement-recherche.net,genome,27
2002enseignement-recherche.net,genes,38
2002enseignement-recherche.net,brevets,30
2002enseignement-recherche.net,telethon,32
2002enseignement-recherche.net,vache_folle,38
2002enseignement-recherche.net,bioethique,38
christianetaubira.org,genome,24
christianetaubira.org,FIV,92
christianetaubira.org,genes,214
christianetaubira.org,chretien,359
christianetaubira.org,brevets,96
christianetaubira.org,embryon,269
christianetaubira.org,clonage,142
christianetaubira.org,transgenetique,44
christianetaubira.org,vache_folle,167
christianetaubira.org,avortement,223
christianetaubira.org,bioethique,157
christianetaubira.org,souches,71
aschieri.net,genome,20
aschieri.net,FIV,10
aschieri.net,genes,143
aschieri.net,chretien,10
aschieri.net,brevets,72
aschieri.net,embryon,20
aschieri.net,clonage,10
aschieri.net,ogm,10
aschieri.net,transgenetique,21
aschieri.net,vache_folle,132
aschieri.net,avortement,10
aschieri.net,bioethique,30
aschieri.net,souches,10
expression-publique.com,genome,18
expression-publique.com,brevets,3
expression-publique.com,embryon,18
expression-publique.com,clonage,18
expression-publique.com,bioethique,18
sclerose-en-plaques.com.fr,genome,12
sclerose-en-plaques.com.fr,FIV,4
sclerose-en-plaques.com.fr,genes,56
sclerose-en-plaques.com.fr,brevets,4
sclerose-en-plaques.com.fr,clonage,12
sclerose-en-plaques.com.fr,telethon,4
sclerose-en-plaques.com.fr,vache_folle,4
herve-morin.net,genome,8
herve-morin.net,genes,8
herve-morin.net,brevets,16
herve-morin.net,clonage,4
herve-morin.net,vache_folle,140
herve-morin.net,avortement,12
nrc.nl,genome,8
alternatifs.org,genome,6
alternatifs.org,FIV,6
alternatifs.org,genes,60
alternatifs.org,chretien,51
alternatifs.org,brevets,24
alternatifs.org,clonage,18
alternatifs.org,transgenetique,12
alternatifs.org,vache_folle,60
alternatifs.org,avortement,18
alternatifs.org,souches,6
hellier2002.com,genome,6
hellier2002.com,FIV,6
hellier2002.com,genes,12
hellier2002.com,brevets,12
hellier2002.com,embryon,6
hellier2002.com,clonage,6
hellier2002.com,ogm,6
hellier2002.com,vache_folle,12
hellier2002.com,bioethique,18
hellier2002.com,souches,6
nzz.ch,genome,6
nzz.ch,vache_folle,2
laurent-dominati.net,genome,5
laurent-dominati.net,FIV,13
laurent-dominati.net,genes,5
laurent-dominati.net,chretien,37
laurent-dominati.net,brevets,21
laurent-dominati.net,embryon,18
laurent-dominati.net,ogm,5
laurent-dominati.net,telethon,8
laurent-dominati.net,vache_folle,34
laurent-dominati.net,bioethique,5
lemulot.com,genome,5
lemulot.com,FIV,15
lemulot.com,genes,35
lemulot.com,chretien,34
lemulot.com,brevets,51
lemulot.com,embryon,5
lemulot.com,clonage,85
lemulot.com,transgenetique,5
lemulot.com,telethon,10
lemulot.com,vache_folle,32
lemulot.com,avortement,15
lemulot.com,bioethique,10
lemulot.com,souches,12
ps-paris15mitterrand.org,genome,5
ps-paris15mitterrand.org,genes,8
ps-paris15mitterrand.org,chretien,13
ps-paris15mitterrand.org,brevets,10
ps-paris15mitterrand.org,embryon,8
ps-paris15mitterrand.org,clonage,10
ps-paris15mitterrand.org,vache_folle,11
ps-paris15mitterrand.org,avortement,5
ps-paris15mitterrand.org,bioethique,20
ajc.net,genome,4
ajc.net,FIV,12
ajc.net,genes,28
ajc.net,chretien,28
ajc.net,brevets,44
ajc.net,embryon,4
ajc.net,clonage,68
ajc.net,transgenetique,4
ajc.net,telethon,8
ajc.net,vache_folle,32
ajc.net,avortement,12
ajc.net,bioethique,8
ajc.net,souches,12
andre-gerin-depute.net,genome,4
andre-gerin-depute.net,FIV,4
andre-gerin-depute.net,genes,12
andre-gerin-depute.net,brevets,28
andre-gerin-depute.net,embryon,4
andre-gerin-depute.net,clonage,4
andre-gerin-depute.net,bayer,12
andre-gerin-depute.net,vache_folle,24
andre-gerin-depute.net,bioethique,12
andre-gerin-depute.net,souches,4
davidlorion.net,genome,4
davidlorion.net,genes,4
davidlorion.net,chretien,12
davidlorion.net,clonage,4
fromion.org,genome,4
fromion.org,FIV,4
fromion.org,genes,8
fromion.org,clonage,4
fromion.org,vache_folle,16
fromion.org,souches,4
prg-2b.org,genome,4
prg-2b.org,chretien,8
prg-2b.org,brevets,8
prg-2b.org,embryon,12
prg-2b.org,telethon,4
prg-2b.org,vache_folle,8
emmanuelle-prouet.org,genome,3
emmanuelle-prouet.org,FIV,3
emmanuelle-prouet.org,genes,3
emmanuelle-prouet.org,brevets,3
emmanuelle-prouet.org,embryon,3
emmanuelle-prouet.org,clonage,3
emmanuelle-prouet.org,vache_folle,3
emmanuelle-prouet.org,bioethique,9
emmanuelle-prouet.org,souches,3
2002pourlafrance.net,genome,2
2002pourlafrance.net,genes,449
2002pourlafrance.net,chretien,430
2002pourlafrance.net,brevets,54
2002pourlafrance.net,clonage,24
2002pourlafrance.net,transgenetique,2
2002pourlafrance.net,telethon,6
2002pourlafrance.net,vache_folle,754
2002pourlafrance.net,avortement,130
2002pourlafrance.net,bioethique,4
2002pourlafrance.net,souches,142
ambafrance-il.org,genome,2
ambafrance-il.org,genes,16
ambafrance-il.org,chretien,62
ambafrance-il.org,brevets,4
ambafrance-il.org,embryon,8
ambafrance-il.org,clonage,4
ambafrance-il.org,ogm,2
ambafrance-il.org,bayer,2
ambafrance-il.org,vache_folle,18
ambafrance-il.org,avortement,16
ambafrance-il.org,souches,2
bilanchirac.net,genome,2
bilanchirac.net,FIV,2
bilanchirac.net,genes,2
bilanchirac.net,chretien,44
bilanchirac.net,brevets,9
bilanchirac.net,embryon,8
bilanchirac.net,transgenetique,9
bilanchirac.net,vache_folle,53
bilanchirac.net,avortement,21
bilanchirac.net,souches,2
pcf-rhone.net,genome,2
pcf-rhone.net,FIV,2
pcf-rhone.net,genes,6
pcf-rhone.net,chretien,8
pcf-rhone.net,brevets,2
pcf-rhone.net,embryon,2
pcf-rhone.net,clonage,2
pcf-rhone.net,ogm,2
pcf-rhone.net,vache_folle,6
pcf-rhone.net,avortement,4
ps-nord.org,genome,2
ps-nord.org,brevets,4
ps-nord.org,vache_folle,8
ps-nord.org,bioethique,2
voxlatina.com,genome,2
voxlatina.com,FIV,4
voxlatina.com,genes,8
voxlatina.com,chretien,14
voxlatina.com,brevets,80
voxlatina.com,embryon,4
voxlatina.com,clonage,2
voxlatina.com,ogm,2
voxlatina.com,transgenetique,2
voxlatina.com,vache_folle,2
voxlatina.com,avortement,4
voxlatina.com,souches,4
welt.de,genome,2
daniel-lebigot.net,genome,1
daniel-lebigot.net,brevets,1
e1789.com,FIV,182
e1789.com,genes,1741
e1789.com,chretien,976
e1789.com,brevets,18
e1789.com,embryon,132
e1789.com,clonage,3283
e1789.com,telethon,72
e1789.com,vache_folle,1645
e1789.com,avortement,917
e1789.com,bioethique,274
e1789.com,souches,505
voixdujura.fr,FIV,104
voixdujura.fr,genes,60
voixdujura.fr,chretien,17052
voixdujura.fr,brevets,172
voixdujura.fr,embryon,42
voixdujura.fr,clonage,34
voixdujura.fr,transgenetique,2
voixdujura.fr,telethon,116
voixdujura.fr,vache_folle,858
voixdujura.fr,avortement,12
voixdujura.fr,souches,72
ipsos.fr,FIV,63
ipsos.fr,genes,162
ipsos.fr,chretien,104
ipsos.fr,brevets,26
ipsos.fr,clonage,52
ipsos.fr,ogm,19
ipsos.fr,vache_folle,117
ipsos.fr,avortement,26
place-publique.fr,FIV,52
place-publique.fr,genes,174
place-publique.fr,chretien,196
place-publique.fr,brevets,158
place-publique.fr,embryon,56
place-publique.fr,clonage,12
place-publique.fr,transgenetique,28
place-publique.fr,telethon,24
place-publique.fr,vache_folle,70
place-publique.fr,avortement,40
place-publique.fr,souches,10
interieur.gouv.fr,FIV,50
interieur.gouv.fr,genes,44
interieur.gouv.fr,chretien,50
interieur.gouv.fr,brevets,81
interieur.gouv.fr,bayer,30
interieur.gouv.fr,vache_folle,70
infoceane.com,FIV,44
infoceane.com,genes,14
infoceane.com,chretien,14
infoceane.com,brevets,28
infoceane.com,vache_folle,14
politique-opinion.com,FIV,43
politique-opinion.com,vache_folle,2
net-campagne.net,FIV,42
net-campagne.net,genes,27
net-campagne.net,chretien,22
net-campagne.net,brevets,34
net-campagne.net,embryon,27
net-campagne.net,clonage,4
net-campagne.net,vache_folle,25
net-campagne.net,avortement,38
net-campagne.net,souches,27
service-public.fr,FIV,32
service-public.fr,genes,42
service-public.fr,brevets,32
service-public.fr,embryon,16
service-public.fr,clonage,16
service-public.fr,vache_folle,32
service-public.fr,bioethique,16
ternova.com,FIV,30
ternova.com,chretien,104
libanvision.com,FIV,28
libanvision.com,chretien,64
libanvision.com,brevets,7
libanvision.com,vache_folle,14
libanvision.com,avortement,14
libanvision.com,bioethique,7
oumma.com,FIV,28
oumma.com,genes,10
oumma.com,chretien,182
oumma.com,brevets,2
oumma.com,embryon,40
oumma.com,clonage,4
oumma.com,vache_folle,38
oumma.com,avortement,4
oumma.com,bioethique,2
oumma.com,souches,20
lavoixdunord.fr,FIV,24
lavoixdunord.fr,genes,16
lavoixdunord.fr,chretien,12
lavoixdunord.fr,brevets,12
lavoixdunord.fr,embryon,8
lavoixdunord.fr,clonage,12
lavoixdunord.fr,transgenetique,4
lavoixdunord.fr,vache_folle,20
lavoixdunord.fr,avortement,12
lavoixdunord.fr,bioethique,20
lavoixdunord.fr,souches,4
patrickbloche.org,FIV,24
patrickbloche.org,chretien,40
patrickbloche.org,embryon,8
patrickbloche.org,souches,40
cnip.asso.fr,FIV,17
gayaube.com,FIV,16
gayaube.com,genes,8
gayaube.com,chretien,20
gayaube.com,brevets,2
gayaube.com,clonage,4
gayaube.com,vache_folle,60
gayaube.com,bioethique,4
lejsl.com,FIV,16
lejsl.com,chretien,4
abc-politique.com,FIV,15
abc-politique.com,chretien,31
abc-politique.com,brevets,30
abc-politique.com,embryon,15
abc-politique.com,vache_folle,45
abc-politique.com,avortement,61
abc-politique.com,bioethique,15
lesmauves.org,FIV,14
lesmauves.org,chretien,42
lesmauves.org,clonage,14
lesmauves.org,vache_folle,14
lesmauves.org,avortement,14
lesmauves.org,bioethique,28
bilanjospin.com,FIV,12
bilanjospin.com,chretien,17
bilanjospin.com,brevets,17
bilanjospin.com,transgenetique,17
bilanjospin.com,vache_folle,68
bilanjospin.com,avortement,17
francaix-michel.nom.fr,FIV,12
francaix-michel.nom.fr,genes,8
francaix-michel.nom.fr,chretien,72
francaix-michel.nom.fr,embryon,8
francaix-michel.nom.fr,clonage,16
francaix-michel.nom.fr,telethon,48
francaix-michel.nom.fr,vache_folle,24
francaix-michel.nom.fr,bioethique,16
pslegislativeneuillyputeaux.com,FIV,12
pslegislativeneuillyputeaux.com,brevets,12
pslegislativeneuillyputeaux.com,vache_folle,12
tetu.com,FIV,12
tetu.com,genes,12
tetu.com,chretien,68
tetu.com,brevets,8
tetu.com,clonage,4
tetu.com,bayer,4
tetu.com,transgenetique,40
tetu.com,vache_folle,12
tetu.com,avortement,26
tetu.com,souches,4
versdemain.com,FIV,12
versdemain.com,chretien,28
versdemain.com,clonage,20
versdemain.com,vache_folle,68
versdemain.com,avortement,12
lautre.net,FIV,10
lautre.net,genes,2
lautre.net,brevets,12
lautre.net,transgenetique,12
lautre.net,vache_folle,12
lautre.net,avortement,30
clicanoo.com,FIV,9
clicanoo.com,genes,7
clicanoo.com,chretien,226
clicanoo.com,brevets,10
clicanoo.com,embryon,7
clicanoo.com,clonage,2
clicanoo.com,vache_folle,16
clicanoo.com,avortement,12
clicanoo.com,souches,6
81.80.37.164,FIV,8
citoyen95.org,FIV,8
citoyen95.org,genes,8
citoyen95.org,transgenetique,8
fcpe.asso.fr,FIV,8
fcpe.asso.fr,genes,4
fcpe.asso.fr,chretien,4
fcpe.asso.fr,brevets,32
fcpe.asso.fr,telethon,4
fcpe.asso.fr,vache_folle,4
fnmr.asso.fr,FIV,8
fnmr.asso.fr,genes,8
fnmr.asso.fr,chretien,4
fnmr.asso.fr,vache_folle,25
jpblazy-depute.org,FIV,8
jpblazy-depute.org,genes,8
jpblazy-depute.org,chretien,24
jpblazy-depute.org,brevets,12
jpblazy-depute.org,vache_folle,8
jpblazy-depute.org,souches,24
mathieu-obadia.info,FIV,8
mathieu-obadia.info,genes,8
mathieu-obadia.info,chretien,9
mathieu-obadia.info,brevets,8
mathieu-obadia.info,embryon,8
mathieu-obadia.info,clonage,8
mathieu-obadia.info,avortement,8
mathieu-obadia.info,bioethique,8
qrd.org,FIV,8
qrd.org,genes,22
qrd.org,chretien,58
qrd.org,brevets,4
qrd.org,embryon,18
qrd.org,transgenetique,24
qrd.org,vache_folle,10
qrd.org,avortement,20
leparisien.fr,FIV,7
leparisien.fr,chretien,15
leparisien.fr,embryon,25
leparisien.fr,clonage,15
leparisien.fr,telethon,5
leparisien.fr,vache_folle,30
leparisien.fr,avortement,10
leparisien.fr,souches,5
aricia.fr,FIV,6
aricia.fr,genes,10
aricia.fr,brevets,10
aricia.fr,vache_folle,41
courrier-picard.fr,FIV,6
courrier-picard.fr,genes,2
courrier-picard.fr,chretien,98
courrier-picard.fr,brevets,2
isabelle-galesne.net,FIV,6
isabelle-galesne.net,genes,2
isabelle-galesne.net,brevets,2
isabelle-galesne.net,clonage,2
isabelle-galesne.net,bioethique,2
isabelledehouck.com,FIV,6
isabelledehouck.com,genes,6
isabelledehouck.com,embryon,6
isabelledehouck.com,clonage,6
isabelledehouck.com,bioethique,12
isabelledehouck.com,souches,6
